ID,duration,wav,spk_id,wrd,lang
1067289_13,3.0,train/10/1067289_13.wav,1067289_13_ru,I'M SORRY I TALKED TO YOU THAT MUCH,ru
1067289_14,3.0,train/10/1067289_14.wav,1067289_14_ru,BUT I DON'T REGRET ANY MOMENT,ru
1067289_15,3.0,train/10/1067289_15.wav,1067289_15_ru,YOU BROKE MY PUZZLE OF A HEART,ru
1067289_16,3.0,train/10/1067289_16.wav,1067289_16_ru,IT WAS JUST WHAT I WANTED,ru
1067289_17,3.0,train/10/1067289_17.wav,1067289_17_ru,IT WAS JUST WHAT I WANTED,ru
1067289_18,5.0,train/10/1067289_18.wav,1067289_18_ru,TO YOU,ru
1067289_19,5.0,train/10/1067289_19.wav,1067289_19_ru,MY WAY IS NEW,ru
1067289_20,5.0,train/10/1067289_20.wav,1067289_20_ru,TO YOU,ru
1067289_21,5.0,train/10/1067289_21.wav,1067289_21_ru,TO YOU,ru
1067289_22,5.0,train/10/1067289_22.wav,1067289_22_ru,TO YOU,ru
1067289_23,3.0,train/10/1067289_23.wav,1067289_23_ru,IT WAS JUST WHAT I WANTED,ru
1067289_24,3.0,train/10/1067289_24.wav,1067289_24_ru,IT WAS JUST WHAT I WANTED,ru
1067289_25,3.0,train/10/1067289_25.wav,1067289_25_ru,IT WAS JUST WHAT I WANTED,ru
1067289_26,3.0,train/10/1067289_26.wav,1067289_26_ru,IT WAS JUST WHAT I WANTED,ru
1074886_0,3.68,train/10/1074886_0.wav,1074886_0_ru,ЛАДНО ВОЛК ПОШЛИ НА ТВОЮ ОХОТУ,ru
1074886_1,3.6,train/10/1074886_1.wav,1074886_1_ru,ПОВЕЗЛО ПОВЕЗЛО ПОВЕЗЛО,ru
1074886_2,3.84,train/10/1074886_2.wav,1074886_2_ru,К НАМ ИЗ АФРИКИ ЛЬВА ЗАНЕСЛО,ru
1074886_3,3.7200000000000015,train/10/1074886_3.wav,1074886_3_ru,И ТЕПЕРЬ МЫ С НИМ КАК БЫ ДРУЗЬЯ,ru
1074886_4,3.8800000000000026,train/10/1074886_4.wav,1074886_4_ru,ГРОЗНЫЙ ЛЕВ ЦАРЬ ЗВЕРЕЙ НУ И Я,ru
1074886_5,3.759999999999998,train/10/1074886_5.wav,1074886_5_ru,МЫ ВДВОЕМ НА ОХОТУ ИДЕМ,ru
1074886_6,4.0,train/10/1074886_6.wav,1074886_6_ru,МЫ ДОБЫЧУ В ДВА СЧЕТА НАЙДЕМ,ru
1074886_7,3.799999999999997,train/10/1074886_7.wav,1074886_7_ru,ХОРОШО БЫТЬ В ДРУЗЬЯХ У ЦАРЯ,ru
1074886_8,4.0,train/10/1074886_8.wav,1074886_8_ru,ЛЕВ СИЛЕН А С НИМ СИЛЬНЫЙ И Я,ru
1074886_9,4.159999999999997,train/10/1074886_9.wav,1074886_9_ru,МЫ ПО ЛЕСУ ИДЕМ ВСЕ ДРОЖАТ,ru
1074886_10,4.0,train/10/1074886_10.wav,1074886_10_ru,ПРЯЧУТ ЗВЕРИ ПРИ ВСТРЕЧЕ СВОЙ ВЗГЛЯД,ru
1074886_11,4.0,train/10/1074886_11.wav,1074886_11_ru,САМЫМ СИЛЬНЫМ МЫ КАК БЫ ДРУЗЬЯ,ru
1074886_12,4.0,train/10/1074886_12.wav,1074886_12_ru,КТО ПОПАЛСЯ ПЕНЯЙ НА СЕБЯ,ru
1074886_13,4.0,train/10/1074886_13.wav,1074886_13_ru,САМЫМ СИЛЬНЫМ МЫ КАК БЫ ДРУЗЬЯ,ru
1074886_14,4.159999999999997,train/10/1074886_14.wav,1074886_14_ru,КТО ПОПАЛСЯ ПЕНЯЙ НА СЕБЯ,ru
1076580_0,12.0,train/10/1076580_0.wav,1076580_0_ru,СЕГОДНЯ УТРОМ ВКЛЮЧИЛ ТЕЛЕК А ТАМ ГОВОРЯТ ЧТО МЫ ЖИВЁМ В ЖЕСТОКОМ ЖЕСТОКОМ МИРЕ,ru
1076580_1,7.0,train/10/1076580_1.wav,1076580_1_ru,ПОКАЗЫВАЛИ РАЗНЫЕ СТРАНЫ ГДЕ ЖИВУТ ДРУГИЕ ЛЮДИ,ru
1076580_2,2.0,train/10/1076580_2.wav,1076580_2_ru,И Я ЗАДУМАЛСЯ,ru
1076580_3,10.0,train/10/1076580_3.wav,1076580_3_ru,ЛИБО НИКТО НЕ ЗНАЕТ НЕ ЗАМЕЧАЕТ ЛИБО НЕ ХОЧЕТ ЗАМЕЧАТЬ ЧТО ЗДЕСЬ ТВОРИТСЯ,ru
1076580_4,9.0,train/10/1076580_4.wav,1076580_4_ru,Я ТОЖЕ НЕ УВЕРЕН ЧТО НАДО БЫЛО ЭТО ДЕЛАТЬ,ru
1076580_5,2.0,train/10/1076580_5.wav,1076580_5_ru,ЭТО НИКОГДА НЕ КОНЧИТСЯ,ru
1076580_6,3.0,train/10/1076580_6.wav,1076580_6_ru,ТЕПЕРЬ КТО-НИБУДЬ ПОПЫТАЕТСЯ УБРАТЬ МЕНЯ,ru
1077649_0,2.0,train/10/1077649_0.wav,1077649_0_ru,ИЛИЯ,ru
1077649_1,2.0,train/10/1077649_1.wav,1077649_1_ru,НОЧЕСТВ,ru
1077649_2,2.700000000000003,train/10/1077649_2.wav,1077649_2_ru,БЛИЦ,ru
1077649_3,5.400000000000006,train/10/1077649_3.wav,1077649_3_ru,ТЫ МИЛЫЙ МИЛЫЙ ТЫ МИЛАЯ МАМА И Я ЛЮБЛЮ ТЕБЯ С СЕРДЦА,ru
1077649_4,3.5999999999999943,train/10/1077649_4.wav,1077649_4_ru,ЕСЛИ КТО-ТО ПОМОЖЕТ МНЕ Я ВОЗЬМУ ТВОЮ СУМКУ,ru
1077649_5,3.6999999999999886,train/10/1077649_5.wav,1077649_5_ru,УДАРЬ БОТИ СДЕЛАЙ СИЛЬНЕЕ УДАРЬ БОТИ СДЕЛАЙ СИЛЬНЕЕ,ru
1077649_6,3.700000000000017,train/10/1077649_6.wav,1077649_6_ru,МЫ МОЖЕМ ВСЕ ПОПАСТЬ МЫ МОЖЕМ ДЕЛАТЬ ЧТО УГОДНО,ru
1077649_7,5.5,train/10/1077649_7.wav,1077649_7_ru,ЧТО ТЫ ХОЧЕШЬ БАБОЧКА Я ДАМ ТЕБЕ ВСЕ БАБОЧКА ЧТО ТЫ ХОЧЕШЬ,ru
1077649_8,3.5,train/10/1077649_8.wav,1077649_8_ru,Я БУДУ Я БУДУ БИТЬ Я БУДУ Я БУДУ БИТЬ,ru
1077649_9,3.5,train/10/1077649_9.wav,1077649_9_ru,I CAN'T LOSE MY LOVE PLAYING IT SO HARD,ru
1077649_10,3.8000000000000114,train/10/1077649_10.wav,1077649_10_ru,I CAN'T LOSE MY SOUL AND MY TIGHT CONTROL,ru
1077649_11,3.6999999999999886,train/10/1077649_11.wav,1077649_11_ru,IT'S SO HARD TO STOP I'LL NEVER GIVE UP,ru
1077649_12,3.8000000000000114,train/10/1077649_12.wav,1077649_12_ru,OUR LOVE CAN BE STRONG NO THAT IS TOO LONG,ru
1077649_13,3.6999999999999886,train/10/1077649_13.wav,1077649_13_ru,I CAN'T LOSE MY LOVE PLAYING IT SO HARD,ru
1077649_14,3.8000000000000114,train/10/1077649_14.wav,1077649_14_ru,I CAN'T LOSE MY SOUL AND MY TIGHT CONTROL,ru
1077649_15,3.6999999999999886,train/10/1077649_15.wav,1077649_15_ru,IT'S SO HARD TO STOP I'LL NEVER GIVE UP,ru
1077649_20,3.799999999999983,train/10/1077649_20.wav,1077649_20_ru,OUR LOVE CAN BE STRONG NO THAT IS TOO LONG,ru
1077649_25,4.5,train/10/1077649_25.wav,1077649_25_ru,FIFA BOYS AND MAXIM LISSKI,ru
1077649_26,4.0,train/10/1077649_26.wav,1077649_26_ru,NO THAT IS TOO LONG,ru
1084176_0,24.0,train/10/1084176_0.wav,1084176_0_ru,СИГНАЛЫ ПРИБОРОВ,ru
1084176_1,5.0,train/10/1084176_1.wav,1084176_1_ru,НЕ БОИТСЯ КТО НЕПРАВИЛЬНО КРЕСТИТСЯ,ru
1084176_2,4.0,train/10/1084176_2.wav,1084176_2_ru,ГОЛОДЕН КРЕСТИТЬСЯ НЕПРАВИЛЬНО,ru
1084176_3,4.0,train/10/1084176_3.wav,1084176_3_ru,НЕ УСЫЛИ ПУСКАЙ КРЕСТЯТ,ru
1084176_4,4.0,train/10/1084176_4.wav,1084176_4_ru,ВРАДЦЫ ВРАДЦЫ,ru
1084176_5,4.0,train/10/1084176_5.wav,1084176_5_ru,ЕСЛИ В ПОДСТАНКЕ ТЕБЯ НЕ БЫЛО,ru
1084176_13,4.0,train/10/1084176_13.wav,1084176_13_ru,НЕ ТЫ ЗАНЯЛ НЕ ТЕБЕ ГНАТЬ,ru
1084176_14,4.0,train/10/1084176_14.wav,1084176_14_ru,НЕ ТЫ ЗАНЯЛ НЕ ТЕБЕ ГНАТЬ,ru
1084176_15,5.0,train/10/1084176_15.wav,1084176_15_ru,НЕ ТЫ ЗАНЯЛ НЕ ТЕБЕ ГНАТЬ,ru
1084524_0,10.0,train/10/1084524_0.wav,1084524_0_ru,ДАЙ МНЕ ТВОЙ ЯМИНЬ,ru
1084524_1,7.0,train/10/1084524_1.wav,1084524_1_ru,ДАЙ МНЕ ТВОИ СЛОВА ДАЙ МНЕ ТВОИ ДОГОВОРА,ru
1084524_2,8.0,train/10/1084524_2.wav,1084524_2_ru,ДАЙ МНЕ ТВОИ ОТВЕТЫ ТВОИ УВЕРЕННОСТИ,ru
1084524_3,4.0,train/10/1084524_3.wav,1084524_3_ru,ТЕ ЧТО ТЫ НЕ ЗНАЕШЬ,ru
1084524_4,8.0,train/10/1084524_4.wav,1084524_4_ru,ВСЯ МОЯ ЖИЗНЬ ЧТОБЫ РАЗОГНАТЬ ГОЛОС,ru
1084524_5,9.0,train/10/1084524_5.wav,1084524_5_ru,И МОЕГО ИМЕНИ В ТИШИНЕ НЕТ Я НЕ КРИЧАЛ,ru
1084524_6,7.0,train/10/1084524_6.wav,1084524_6_ru,ВСЕ МОИ ПОЕЗДКИ ЧТОБЫ ДОСТАВАТЬ ДО ТЕБЯ,ru
1084524_7,9.0,train/10/1084524_7.wav,1084524_7_ru,СЖИМАЛИ В ТОЧКУ В КОТОРОЙ Я ПОШЕЛ,ru
1084524_8,4.0,train/10/1084524_8.wav,1084524_8_ru,МЫ ЗВЕЗДЫ НЕ УМРЕМ,ru
1084524_9,4.0,train/10/1084524_9.wav,1084524_9_ru,НО ЗВЕЗДЫ МЫ ОБОЖАЕМ,ru
1084524_10,8.0,train/10/1084524_10.wav,1084524_10_ru,НИКОГДА НИКОГДА НЕ,ru
1084524_11,11.0,train/10/1084524_11.wav,1084524_11_ru,ДАЙ МНЕ СВОИ РУКИ ДАЙ МНЕ НИЧЕГО НЕ ДАЙ,ru
1084524_12,8.0,train/10/1084524_12.wav,1084524_12_ru,ДАЙ МНЕ ВСЕ ДАЙ МНЕ ЭТУ РУЧКУ,ru
1084524_13,7.0,train/10/1084524_13.wav,1084524_13_ru,ВСЯ МОЯ ЖИЗНЬ ЧТОБЫ РАЗОГНАТЬ ГОЛОС,ru
1084524_14,9.0,train/10/1084524_14.wav,1084524_14_ru,И МОЕГО ИМЕНИ В ТИШИНЕ НЕТ Я НЕ КРИЧАЛ,ru
1084524_15,8.0,train/10/1084524_15.wav,1084524_15_ru,СОБИРАТЬСЯ ПО ТЕМНОТУ ЧТОБЫ УВИДЕТЬ СОЛНЦЕ,ru
1084524_16,9.0,train/10/1084524_16.wav,1084524_16_ru,И СДЕЛАТЬ СВЕТ СИЛЬНЕЕ И НЕ ТОЛЬКО В ЛЕГАТЬ,ru
1084524_17,4.0,train/10/1084524_17.wav,1084524_17_ru,МЫ ЗВЕЗДЫ НЕ УМРЕМ,ru
1084524_18,4.0,train/10/1084524_18.wav,1084524_18_ru,НО ЗВЕЗДЫ МЫ ОБОЖАЕМ,ru
1084524_19,8.0,train/10/1084524_19.wav,1084524_19_ru,НИКОГДА НИКОГДА НЕ,ru
1084524_20,8.0,train/10/1084524_20.wav,1084524_20_ru,ДАЙ МНЕ ВОЛОСЫ ДАЙ МНЕ ЗОЛОТЫЕ НЕБЕСА,ru
1084524_21,10.0,train/10/1084524_21.wav,1084524_21_ru,ДАЙ МНЕ СПОКОЙСТВИЕ КОТОРОЕ ТЫ НИКОГДА НЕ СЛЫШАЛ,ru
1084524_23,7.0,train/10/1084524_23.wav,1084524_23_ru,РЕДАКТОР СУБТИТРОВ АСЕМКИН КОРРЕКТОР АЕГОРОВА,ru
1093795_6,5.0,train/10/1093795_6.wav,1093795_6_ru,ТЫ НАЙДЕШЬ СВОЙ ПУТЬ ЧТОБЫ ДОСТИГНУТЬ ЗВЕЗД Ч,ru
1093795_8,4.0,train/10/1093795_8.wav,1093795_8_ru,ТЫ ЗНАЕШЬ ЧТО ЖИЗНЬ ХОЛОДНАЯ ЖИЗНЬ ХОЛОДНАЯ,ru
1093795_17,1.5999999999999943,train/10/1093795_17.wav,1093795_17_ru,ЧТОБЫ ДОСТИГНУТЬ ЗВЕЗД,ru
1093795_21,2.0,train/10/1093795_21.wav,1093795_21_ru,ОБЫ ДОСТИГНУТЬ ЗВЕЗД,ru
1096129_0,5.0,train/10/1096129_0.wav,1096129_0_ru,ЛЕЗВИЕ БРИТВЫ КОСНУЛОСЬ РУКЕ,ru
1096129_1,3.0,train/10/1096129_1.wav,1096129_1_ru,МНЕ НЕ ДО ЖДАТЬСЯ ЗАРИ,ru
1096129_2,4.0,train/10/1096129_2.wav,1096129_2_ru,ПОВЕШЕННЫЕ ТРУБЫ НА ДРЕВЕ НАЙДУТ,ru
1096129_3,5.0,train/10/1096129_3.wav,1096129_3_ru,ОНИ НЕ ЗАПЛАЧУТ ОНИ ИХ НЕ ПОЙМУТ,ru
1096129_4,4.0,train/10/1096129_4.wav,1096129_4_ru,КАК ОКАЗАЛАСЬ СТЕНА ЗА НАШЕЙ СТЕНОЮ,ru
1096129_5,4.0,train/10/1096129_5.wav,1096129_5_ru,Я НЕ ПОЙДУ ТУДА СХОДИМ Я С УМА,ru
1096129_6,3.0,train/10/1096129_6.wav,1096129_6_ru,Я НЕ ПОИЩУ ДОРОГ И ПЕЧАТИ В ВАШЕМ ДОМЕ,ru
1096129_7,4.0,train/10/1096129_7.wav,1096129_7_ru,Я НЕ ПОЙДУ С ТОБОЙ ЧТОБ МНЕ ХОТЕЛИ ДОБРА,ru
1096129_8,8.0,train/10/1096129_8.wav,1096129_8_ru,И ЖИТЬ НА КОЛЕНЯХ ПОДСТАВИВ ОТ ЛЕВОЙ ЩЕКУ ПРАВУЮ ЩЕКУ,ru
1096129_9,5.0,train/10/1096129_9.wav,1096129_9_ru,НО НЕТ ИЗВИНИ ЖИВОЙ ЖЕ,ru
1096129_10,3.0,train/10/1096129_10.wav,1096129_10_ru,ТЫ НЕ ДАЛ МНЕ НИКАКОЙ ЗАМАНУ ВОДЫ,ru
1096129_11,4.0,train/10/1096129_11.wav,1096129_11_ru,ТЫ ЖДАЛ ДО МЕНЯ СЛАДОСТЬ ЛЮДЕЙ И В СЕБЕ,ru
1096129_12,4.0,train/10/1096129_12.wav,1096129_12_ru,НО У МЕНЯ В РУКЕ ЛЕЖИТ ЖДУЩАЯ ЖЕРСТЬКА,ru
1096129_13,3.0,train/10/1096129_13.wav,1096129_13_ru,ЗАЧЕМ МНЕ ЖИВОЙ,ru
1096129_14,3.0,train/10/1096129_14.wav,1096129_14_ru,ОТСОСИ МЕНЯ ЖИВОЙ,ru
1096129_15,3.0,train/10/1096129_15.wav,1096129_15_ru,ОТСОСИ МЕНЯ ЖИВОЙ,ru
1096129_16,3.0,train/10/1096129_16.wav,1096129_16_ru,ОТСОСИ МЕНЯ ЖИВОЙ,ru
1096129_17,3.0,train/10/1096129_17.wav,1096129_17_ru,ОТСОСИ МЕНЯ ЖИВОЙ,ru
1096129_18,3.0,train/10/1096129_18.wav,1096129_18_ru,ОТСОСИ МЕНЯ ЖИВОЙ,ru
1096129_20,5.0,train/10/1096129_20.wav,1096129_20_ru,ЛЕЗВИЕ БРИТВЫ КАЗНУЛОСЬ В РУКЕ,ru
1096129_21,3.0,train/10/1096129_21.wav,1096129_21_ru,МНЕ НЕ ДО ЖДАТЬ ЗАРИ,ru
1096129_22,4.0,train/10/1096129_22.wav,1096129_22_ru,ПОВЕШЕННЫЙ ТРУП МОЙ НА ДРЕВЕ НАЙДУТ,ru
1096129_23,5.0,train/10/1096129_23.wav,1096129_23_ru,ОНИ НЕ ЗАПЛАЧУТ ОНИ НЕ ПОЙМУТ,ru
1102193_0,10.0,train/11/1102193_0.wav,1102193_0_ru,ПРОШУ НЕ ТОПИТЕ МОЙ ОСТРОВ,ru
1102193_1,5.0,train/11/1102193_1.wav,1102193_1_ru,ВСЕ РУКИ ОТ ЖАЛКОГО КЛОЧКА ЗЕМЛИ,ru
1102193_2,4.0,train/11/1102193_2.wav,1102193_2_ru,ПОСРЕДИ БОЛЬШОГО МОРЯ,ru
1102193_3,4.0,train/11/1102193_3.wav,1102193_3_ru,РАЗВОРАЧИВАЙТЕ НАЗАД,ru
1102193_4,2.0,train/11/1102193_4.wav,1102193_4_ru,СВОИ КОРАБЛИ,ru
1102193_5,4.0,train/11/1102193_5.wav,1102193_5_ru,РАЗ РАЗ РАЗЖИГАТЬ ОГОНЬ,ru
1102193_6,3.0,train/11/1102193_6.wav,1102193_6_ru,НЕ ЗАСТАВЛЯЙ,ru
1102193_7,4.0,train/11/1102193_7.wav,1102193_7_ru,МЕНЯ ЭТО ДЕЛАТЬ,ru
1102193_8,4.0,train/11/1102193_8.wav,1102193_8_ru,МОЛНЫ И ВЕТЕР,ru
1102193_9,5.0,train/11/1102193_9.wav,1102193_9_ru,МОЛНЫ И ВЕТЕР,ru
1102193_10,4.0,train/11/1102193_10.wav,1102193_10_ru,БЕН БЕН БЕН,ru
1102193_11,3.0,train/11/1102193_11.wav,1102193_11_ru,ЗАЛПЫ ВСЕХ ОРУДИЙ,ru
1102193_12,2.0,train/11/1102193_12.wav,1102193_12_ru,ОСКОЛКИ ТЫ,ru
1102193_13,3.0,train/11/1102193_13.wav,1102193_13_ru,ЗА ВОРОТОМ ЛЮДИ,ru
1102193_14,3.0,train/11/1102193_14.wav,1102193_14_ru,БРЫЗГИ ОСВЕЩАЮТСЯ,ru
1102193_15,2.0,train/11/1102193_15.wav,1102193_15_ru,ОГНЕМ МОЕГО МАЯКА,ru
1102193_16,3.0,train/11/1102193_16.wav,1102193_16_ru,ЧЕРЕЗ ЯЗ НЕ ОСТАНЕТСЯ,ru
1102193_17,2.0,train/11/1102193_17.wav,1102193_17_ru,Я ЗАПОЛМАРИНКА,ru
1102193_18,3.0,train/11/1102193_18.wav,1102193_18_ru,КОЖА ОБГОРИТ,ru
1102193_19,2.0,train/11/1102193_19.wav,1102193_19_ru,ЗА ЭТИ ДНИ В ВОДЕ,ru
1102193_20,3.0,train/11/1102193_20.wav,1102193_20_ru,НО ЛУЧШЕ ТАК ЧЕМ БЫТЬ,ru
1102193_21,3.0,train/11/1102193_21.wav,1102193_21_ru,СО ВСЕЙ КОМАНДОЙ НА ДНЕ,ru
1102193_22,4.0,train/11/1102193_22.wav,1102193_22_ru,ДЕРЖИСЬ КРЕПЧЕ ЗА ОБЛОМКИ,ru
1102193_23,5.0,train/11/1102193_23.wav,1102193_23_ru,РЫБЫ КИШАТ ПОД НОГАМИ,ru
1102193_24,3.0,train/11/1102193_24.wav,1102193_24_ru,СПАСАЙТЕСЬ САМИ,ru
1102193_25,4.0,train/11/1102193_25.wav,1102193_25_ru,СПАСАЙТЕСЬ САМИ,ru
1102193_26,6.0,train/11/1102193_26.wav,1102193_26_ru,СУММОРЬ А НЕ ГРОМКИЙ,ru
1102193_27,6.0,train/11/1102193_27.wav,1102193_27_ru,СУММОРЬ А НЕ ГРОМКИЙ,ru
1102193_28,6.0,train/11/1102193_28.wav,1102193_28_ru,СУММОРЬ А НЕ ГРОМКИЙ,ru
1102193_29,2.0,train/11/1102193_29.wav,1102193_29_ru,БЕН БЕН БЕН,ru
1102193_30,3.0,train/11/1102193_30.wav,1102193_30_ru,ЗАЛПЫ ВСЕХ ОРУДИЙ,ru
1102193_31,3.0,train/11/1102193_31.wav,1102193_31_ru,ОСКОЛКИ ТЫ,ru
1102193_32,2.0,train/11/1102193_32.wav,1102193_32_ru,ЗА ВОРОТОМ ЛЮДИ,ru
1102193_33,3.0,train/11/1102193_33.wav,1102193_33_ru,БРЫЗГИ ОСВЕЩАЮТСЯ,ru
1102193_34,3.0,train/11/1102193_34.wav,1102193_34_ru,ОГНЕМ МОЕГО МАЯКА,ru
1102193_35,2.0,train/11/1102193_35.wav,1102193_35_ru,ЧЕРЕЗ ЯЗ НЕ ОСТАНЕТСЯ,ru
1102193_36,5.0,train/11/1102193_36.wav,1102193_36_ru,Я ЗАПОЛМАРИНКА,ru
1102196_0,5.0,train/11/1102196_0.wav,1102196_0_ru,ВСЁ НЕИЗБЕЖНО И НЕОКРЫТИЙ,ru
1102196_1,5.0,train/11/1102196_1.wav,1102196_1_ru,ЗАБИТЫЕ ЛЕГКИЕ ДАРАМИ ПЫЛЬЮ,ru
1102196_2,5.0,train/11/1102196_2.wav,1102196_2_ru,ПУСТЫЕ МЫСЛИ ЛЕЧАТ САЛЬФАВИТ,ru
1102196_3,5.0,train/11/1102196_3.wav,1102196_3_ru,МОИХ МЕЛОДИЙ МОИХ ОПРАВДАНИЙ,ru
1102196_4,5.0,train/11/1102196_4.wav,1102196_4_ru,А Я ДАВНО ИЗБАВИЛСЯ ОТ ТОГО ЧТО ВСЕ ИЩУТ,ru
1102196_5,5.0,train/11/1102196_5.wav,1102196_5_ru,ТОЛЬКО Я НЕ ЗНАЮ ГДЕ ВСЁ ЭТО ЛЕЖИТ,ru
1102196_6,7.0,train/11/1102196_6.wav,1102196_6_ru,И МОЖЕТ ЕСЛИ ИЗМЕНИТЬ СЕБЕ,ru
1102196_7,5.0,train/11/1102196_7.wav,1102196_7_ru,НЕКУЮ ЦИТАТУ ВЕСЕННИМИ ЦВЕТАМИ,ru
1102196_8,6.0,train/11/1102196_8.wav,1102196_8_ru,ВОЗЬМУСЬ В ТОТ КРАЙ И ПОЛЕТЯТ КОМЕТЫ,ru
1102196_9,4.0,train/11/1102196_9.wav,1102196_9_ru,ВСЁ ОСТАНОВИЛОСЬ,ru
1102196_10,3.0,train/11/1102196_10.wav,1102196_10_ru,ОСТАЛОСЬ ВРЕМЯ,ru
1102196_11,5.0,train/11/1102196_11.wav,1102196_11_ru,МОИХ ЛИШЕНИЙ ТВОИХ ПЕРЕМЕН,ru
1102196_12,6.0,train/11/1102196_12.wav,1102196_12_ru,НИЧЕГО НЕ ВОВСЕ ВЗАМЕН,ru
1102196_13,7.0,train/11/1102196_13.wav,1102196_13_ru,И МОЖЕТ ЕСЛИ ИЗМЕНИТЬ СЕБЕ,ru
1102196_14,5.0,train/11/1102196_14.wav,1102196_14_ru,НЕКУЮ ЦИТАТУ ВЕСЕННИМИ ЦВЕТАМИ,ru
1102196_15,6.0,train/11/1102196_15.wav,1102196_15_ru,ВОЗЬМУСЬ В ТОТ КРАЙ И ПОЛЕТЯТ КОМЕТЫ,ru
1102196_16,5.0,train/11/1102196_16.wav,1102196_16_ru,ВСЁ НЕИЗБЕЖНО И НЕОКРЫТИЙ,ru
1102196_17,5.0,train/11/1102196_17.wav,1102196_17_ru,ЗАБИТЫЕ ЛЕГКИЕ ДАРАМИ ПЫЛЬЮ,ru
1102196_18,7.0,train/11/1102196_18.wav,1102196_18_ru,И МОЖЕТ ЕСЛИ ИЗМЕНИТЬ СЕБЕ,ru
1102196_19,6.0,train/11/1102196_19.wav,1102196_19_ru,НЕКУЮ ЦИТАТУ ВЕСЕННИМИ ЦВЕТАМИ,ru
1102196_20,5.0,train/11/1102196_20.wav,1102196_20_ru,НЕКУЮ ЦИТАТУ ВЕСЕННИМИ ЦВЕТАМИ,ru
1102196_21,7.0,train/11/1102196_21.wav,1102196_21_ru,ВОЗЬМУСЬ В ТОТ КРАЙ И ПОЛЕТЯТ КОМЕТЫ,ru
1117443_1,2.0,train/11/1117443_1.wav,1117443_1_ru,Я ДОЛЖЕН УЙТИ СЕЙЧАС,ru
