ID,duration,wav,spk_id,wrd,lang
HILA_-_Give_Me_the_Same_17,5.5482894238,jamendolyrics/HILA_-_Give_Me_the_Same_17.wav,HILA_-_Give_Me_the_Same_17_english,BUT SOMEHOW DEEP DOWN I STILL DO,en
HILA_-_Give_Me_the_Same_18,2.3618115114000062,jamendolyrics/HILA_-_Give_Me_the_Same_18.wav,HILA_-_Give_Me_the_Same_18_english,LOVE YOU,en
HILA_-_Give_Me_the_Same_19,1.4703719724000024,jamendolyrics/HILA_-_Give_Me_the_Same_19.wav,HILA_-_Give_Me_the_Same_19_english,NOW YOUR OUT ALL NIGHT,en
HILA_-_Give_Me_the_Same_20,1.2402973072999828,jamendolyrics/HILA_-_Give_Me_the_Same_20.wav,HILA_-_Give_Me_the_Same_20_english,TELLING YOUR LIES,en
HILA_-_Give_Me_the_Same_21,1.5033369572000197,jamendolyrics/HILA_-_Give_Me_the_Same_21.wav,HILA_-_Give_Me_the_Same_21_english,ABOUT THE WAY I HURT YOU,en
HILA_-_Give_Me_the_Same_22,1.3979151797000071,jamendolyrics/HILA_-_Give_Me_the_Same_22.wav,HILA_-_Give_Me_the_Same_22_english,THEY COULDN'T SEE THE WAY,en
HILA_-_Give_Me_the_Same_23,1.814156344500006,jamendolyrics/HILA_-_Give_Me_the_Same_23.wav,HILA_-_Give_Me_the_Same_23_english,YOU MADE ME FEEL ASHAMED,en
HILA_-_Give_Me_the_Same_24,2.097437900599985,jamendolyrics/HILA_-_Give_Me_the_Same_24.wav,HILA_-_Give_Me_the_Same_24_english,FOR CHOOSING TO LOVE YOU,en
HILA_-_Give_Me_the_Same_25,1.5381536470000017,jamendolyrics/HILA_-_Give_Me_the_Same_25.wav,HILA_-_Give_Me_the_Same_25_english,I BEGAN TO SEE CLEARER,en
HILA_-_Give_Me_the_Same_26,1.2860012515000108,jamendolyrics/HILA_-_Give_Me_the_Same_26.wav,HILA_-_Give_Me_the_Same_26_english,THAT YOU WERE JUST A LIAR,en
HILA_-_Give_Me_the_Same_27,1.6583480665999986,jamendolyrics/HILA_-_Give_Me_the_Same_27.wav,HILA_-_Give_Me_the_Same_27_english,STUCK IN YOUR WAYS,en
HILA_-_Give_Me_the_Same_28,8.803948310400017,jamendolyrics/HILA_-_Give_Me_the_Same_28.wav,HILA_-_Give_Me_the_Same_28_english,SO NOW I CHOOSE TO WALK AWAY FOREVER,en
HILA_-_Give_Me_the_Same_29,1.281195864899999,jamendolyrics/HILA_-_Give_Me_the_Same_29.wav,HILA_-_Give_Me_the_Same_29_english,TIME WASTED,en
HILA_-_Give_Me_the_Same_30,5.643076928799985,jamendolyrics/HILA_-_Give_Me_the_Same_30.wav,HILA_-_Give_Me_the_Same_30_english,GAVE ALL OF MY SOUL AND MY HEART TO SOMEONE THAT WOULD NEVER,en
HILA_-_Give_Me_the_Same_31,1.162984315300008,jamendolyrics/HILA_-_Give_Me_the_Same_31.wav,HILA_-_Give_Me_the_Same_31_english,GIVE ME THE SAME,en
HILA_-_Give_Me_the_Same_32,7.194981732799988,jamendolyrics/HILA_-_Give_Me_the_Same_32.wav,HILA_-_Give_Me_the_Same_32_english,I WAS A FOOL TO BELIEVE THAT YOU WOULD FINALLY BE THE ONE TO,en
HILA_-_Give_Me_the_Same_33,1.0968924873000103,jamendolyrics/HILA_-_Give_Me_the_Same_33.wav,HILA_-_Give_Me_the_Same_33_english,GIVE ME THE SAME,en
HILA_-_Give_Me_the_Same_34,3.338434555199996,jamendolyrics/HILA_-_Give_Me_the_Same_34.wav,HILA_-_Give_Me_the_Same_34_english,HEARTBROKEN NOW,en
HILA_-_Give_Me_the_Same_35,3.249913396700009,jamendolyrics/HILA_-_Give_Me_the_Same_35.wav,HILA_-_Give_Me_the_Same_35_english,HOW YOU LET ME DOWN,en
HILA_-_Give_Me_the_Same_36,5.268110269700003,jamendolyrics/HILA_-_Give_Me_the_Same_36.wav,HILA_-_Give_Me_the_Same_36_english,BUT SOMEHOW DEEP DOWN I STILL DO,en
HILA_-_Give_Me_the_Same_37,2.277259372900005,jamendolyrics/HILA_-_Give_Me_the_Same_37.wav,HILA_-_Give_Me_the_Same_37_english,LOVE YOU,en
HILA_-_Give_Me_the_Same_38,4.49774570889997,jamendolyrics/HILA_-_Give_Me_the_Same_38.wav,HILA_-_Give_Me_the_Same_38_english,HOW COULD YOU JUST THROW IT ALL AWAY BABE,en
HILA_-_Give_Me_the_Same_39,3.701097775600033,jamendolyrics/HILA_-_Give_Me_the_Same_39.wav,HILA_-_Give_Me_the_Same_39_english,HOW COULD YOU THROW IT ALL AWAY,en
HILA_-_Give_Me_the_Same_40,4.521534997200007,jamendolyrics/HILA_-_Give_Me_the_Same_40.wav,HILA_-_Give_Me_the_Same_40_english,I STAYED WITH YOU THROUGH ALL THE LIES AND PAIN,en
HILA_-_Give_Me_the_Same_41,3.5371103736999885,jamendolyrics/HILA_-_Give_Me_the_Same_41.wav,HILA_-_Give_Me_the_Same_41_english,THROUGH ALL THE LIES AND PAIN OH,en
HILA_-_Give_Me_the_Same_42,3.216543846999997,jamendolyrics/HILA_-_Give_Me_the_Same_42.wav,HILA_-_Give_Me_the_Same_42_english,TEARS ROLL DOWN MY EYES,en
HILA_-_Give_Me_the_Same_43,2.0659797329000185,jamendolyrics/HILA_-_Give_Me_the_Same_43.wav,HILA_-_Give_Me_the_Same_43_english,TEARS ROLL DOWN MY EYES,en
HILA_-_Give_Me_the_Same_44,2.238640446399984,jamendolyrics/HILA_-_Give_Me_the_Same_44.wav,HILA_-_Give_Me_the_Same_44_english,AS I NOW REALIZE,en
HILA_-_Give_Me_the_Same_45,5.399636339799997,jamendolyrics/HILA_-_Give_Me_the_Same_45.wav,HILA_-_Give_Me_the_Same_45_english,YOUR LOVE WAS NEVER TRULY MINE,en
HILA_-_Give_Me_the_Same_46,3.1510812573000067,jamendolyrics/HILA_-_Give_Me_the_Same_46.wav,HILA_-_Give_Me_the_Same_46_english,AT ALL,en
HILA_-_Give_Me_the_Same_47,1.4750940213999968,jamendolyrics/HILA_-_Give_Me_the_Same_47.wav,HILA_-_Give_Me_the_Same_47_english,TIME WASTED,en
HILA_-_Give_Me_the_Same_48,5.759994241499982,jamendolyrics/HILA_-_Give_Me_the_Same_48.wav,HILA_-_Give_Me_the_Same_48_english,GAVE ALL OF MY SOUL AND MY HEART TO SOMEONE THAT WOULD NEVER,en
HILA_-_Give_Me_the_Same_49,1.401224960099995,jamendolyrics/HILA_-_Give_Me_the_Same_49.wav,HILA_-_Give_Me_the_Same_49_english,GIVE ME THE SAME,en
HILA_-_Give_Me_the_Same_50,7.193551626199991,jamendolyrics/HILA_-_Give_Me_the_Same_50.wav,HILA_-_Give_Me_the_Same_50_english,I WAS A FOOL TO BELIEVE THAT YOU YOU WOULD FINALLY BE THE ONE TOO,en
HILA_-_Give_Me_the_Same_51,1.212240472000019,jamendolyrics/HILA_-_Give_Me_the_Same_51.wav,HILA_-_Give_Me_the_Same_51_english,GIVE ME THE SAME,en
HILA_-_Give_Me_the_Same_52,3.412413807100023,jamendolyrics/HILA_-_Give_Me_the_Same_52.wav,HILA_-_Give_Me_the_Same_52_english,HEARTBROKEN NOW,en
HILA_-_Give_Me_the_Same_53,2.101521446300012,jamendolyrics/HILA_-_Give_Me_the_Same_53.wav,HILA_-_Give_Me_the_Same_53_english,HEARTBROKEN NOW,en
HILA_-_Give_Me_the_Same_54,2.6771301700999857,jamendolyrics/HILA_-_Give_Me_the_Same_54.wav,HILA_-_Give_Me_the_Same_54_english,HOW YOU LET ME DOWN,en
HILA_-_Give_Me_the_Same_55,0.5767763032000062,jamendolyrics/HILA_-_Give_Me_the_Same_55.wav,HILA_-_Give_Me_the_Same_55_english,OH,en
HILA_-_Give_Me_the_Same_56,5.910730248899995,jamendolyrics/HILA_-_Give_Me_the_Same_56.wav,HILA_-_Give_Me_the_Same_56_english,BUT SOMEHOW HOW DEEP DOWN I STILL DO,en
HILA_-_Give_Me_the_Same_57,2.249698289399987,jamendolyrics/HILA_-_Give_Me_the_Same_57.wav,HILA_-_Give_Me_the_Same_57_english,LOVE YOU,en
Quentin_Hannappe_-_Keep_On_0,4.3517714618,jamendolyrics/Quentin_Hannappe_-_Keep_On_0.wav,Quentin_Hannappe_-_Keep_On_0_english,KEEP ON WORKING ON YOUR DREAMS AND DON'T RUN AWAY,en
Quentin_Hannappe_-_Keep_On_1,4.127707490300001,jamendolyrics/Quentin_Hannappe_-_Keep_On_1.wav,Quentin_Hannappe_-_Keep_On_1_english,KEEP ON FOLLOWING YOUR DREAMS AND DON'T GO ASTRAY,en
Quentin_Hannappe_-_Keep_On_2,3.617452707499997,jamendolyrics/Quentin_Hannappe_-_Keep_On_2.wav,Quentin_Hannappe_-_Keep_On_2_english,WE SEARCHING EVERYWHERE FOR THE PEACE OF MIND,en
Quentin_Hannappe_-_Keep_On_3,3.7350954989000087,jamendolyrics/Quentin_Hannappe_-_Keep_On_3.wav,Quentin_Hannappe_-_Keep_On_3_english,IT'S ALREADY THERE BUT WE CAN NOT FIND,en
Quentin_Hannappe_-_Keep_On_4,4.263622636899996,jamendolyrics/Quentin_Hannappe_-_Keep_On_4.wav,Quentin_Hannappe_-_Keep_On_4_english,I KEEP STRUGGLING FOR MY LIFE BUT I'M A STRONG MAN TODAY,en
Quentin_Hannappe_-_Keep_On_5,4.316508110900003,jamendolyrics/Quentin_Hannappe_-_Keep_On_5.wav,Quentin_Hannappe_-_Keep_On_5_english,I KEEP FIGHTING FOR MY RIGHTS SO MUCH SONGS TO PLAY,en
Quentin_Hannappe_-_Keep_On_6,1.3497071411999997,jamendolyrics/Quentin_Hannappe_-_Keep_On_6.wav,Quentin_Hannappe_-_Keep_On_6_english,SO MANY PROBLEMS,en
Quentin_Hannappe_-_Keep_On_7,1.8695002179999989,jamendolyrics/Quentin_Hannappe_-_Keep_On_7.wav,Quentin_Hannappe_-_Keep_On_7_english,SO MANY CLOSE FRIENDS,en
Quentin_Hannappe_-_Keep_On_8,1.798148498399982,jamendolyrics/Quentin_Hannappe_-_Keep_On_8.wav,Quentin_Hannappe_-_Keep_On_8_english,AND WHEN IT'S GONNA RAIN,en
Quentin_Hannappe_-_Keep_On_9,1.256548260599999,jamendolyrics/Quentin_Hannappe_-_Keep_On_9.wav,Quentin_Hannappe_-_Keep_On_9_english,HOW MANY GONNA STAND,en
Quentin_Hannappe_-_Keep_On_10,1.279550610100003,jamendolyrics/Quentin_Hannappe_-_Keep_On_10.wav,Quentin_Hannappe_-_Keep_On_10_english,SO MANY PROBLEMS,en
Quentin_Hannappe_-_Keep_On_11,1.8453906279999897,jamendolyrics/Quentin_Hannappe_-_Keep_On_11.wav,Quentin_Hannappe_-_Keep_On_11_english,SO MANY CLOSE FRIENDS,en
Quentin_Hannappe_-_Keep_On_12,1.7753378326000018,jamendolyrics/Quentin_Hannappe_-_Keep_On_12.wav,Quentin_Hannappe_-_Keep_On_12_english,AND WHEN IT'S GONNA RAIN,en
Quentin_Hannappe_-_Keep_On_13,1.0815540180999932,jamendolyrics/Quentin_Hannappe_-_Keep_On_13.wav,Quentin_Hannappe_-_Keep_On_13_english,HOW MANY GONNA STAND,en
Quentin_Hannappe_-_Keep_On_14,4.513449187999996,jamendolyrics/Quentin_Hannappe_-_Keep_On_14.wav,Quentin_Hannappe_-_Keep_On_14_english,KEEP ON WORKING ON YOUR DREAMS AND DON'T RUNAWAY,en
Quentin_Hannappe_-_Keep_On_15,3.991986491099994,jamendolyrics/Quentin_Hannappe_-_Keep_On_15.wav,Quentin_Hannappe_-_Keep_On_15_english,KEEP ON FOLLOWING YOUR DREAMS AND DON'T GO ASTRAY,en
Quentin_Hannappe_-_Keep_On_16,3.1209493958999985,jamendolyrics/Quentin_Hannappe_-_Keep_On_16.wav,Quentin_Hannappe_-_Keep_On_16_english,SIT BACK AND WATCH WHAT HAPPENS THOSE DAYS,en
Quentin_Hannappe_-_Keep_On_17,4.236595606200012,jamendolyrics/Quentin_Hannappe_-_Keep_On_17.wav,Quentin_Hannappe_-_Keep_On_17_english,HOW CAN I RELAX FOR THE CHILDREN OF TODAY,en
Quentin_Hannappe_-_Keep_On_18,3.510040854099998,jamendolyrics/Quentin_Hannappe_-_Keep_On_18.wav,Quentin_Hannappe_-_Keep_On_18_english,WE'RE SMART ENOUGH TO FIND OUR OWN LINE,en
Quentin_Hannappe_-_Keep_On_19,3.7173809970000207,jamendolyrics/Quentin_Hannappe_-_Keep_On_19.wav,Quentin_Hannappe_-_Keep_On_19_english,WE MAKE ART AND STUFF BUT THEY JUST STAY BLIND,en
Quentin_Hannappe_-_Keep_On_20,1.3739526992000035,jamendolyrics/Quentin_Hannappe_-_Keep_On_20.wav,Quentin_Hannappe_-_Keep_On_20_english,SO MANY PROBLEMS,en
Quentin_Hannappe_-_Keep_On_21,1.9056816389999935,jamendolyrics/Quentin_Hannappe_-_Keep_On_21.wav,Quentin_Hannappe_-_Keep_On_21_english,SO MANY CLOSE FRIENDS,en
Quentin_Hannappe_-_Keep_On_22,1.7905335559999855,jamendolyrics/Quentin_Hannappe_-_Keep_On_22.wav,Quentin_Hannappe_-_Keep_On_22_english,AND WHEN IT'S GONNA RAIN,en
Quentin_Hannappe_-_Keep_On_23,1.1276153952999834,jamendolyrics/Quentin_Hannappe_-_Keep_On_23.wav,Quentin_Hannappe_-_Keep_On_23_english,HOW MANY GONNA STAND,en
Quentin_Hannappe_-_Keep_On_24,4.109693805099994,jamendolyrics/Quentin_Hannappe_-_Keep_On_24.wav,Quentin_Hannappe_-_Keep_On_24_english,SO MANY PROBLEMS SO MANY CLOSE FRIENDS,en
Quentin_Hannappe_-_Keep_On_25,1.7781338130999984,jamendolyrics/Quentin_Hannappe_-_Keep_On_25.wav,Quentin_Hannappe_-_Keep_On_25_english,AND WHEN IT'S GONNA RAIN,en
Quentin_Hannappe_-_Keep_On_26,1.1105192127000123,jamendolyrics/Quentin_Hannappe_-_Keep_On_26.wav,Quentin_Hannappe_-_Keep_On_26_english,HOW MANY GONNA STAND,en
Songwriterz_-_Back_In_Time_0,2.255532468,jamendolyrics/Songwriterz_-_Back_In_Time_0.wav,Songwriterz_-_Back_In_Time_0_english,HONEY I TOLD YOU SOMETHING,en
Songwriterz_-_Back_In_Time_1,2.3721811779,jamendolyrics/Songwriterz_-_Back_In_Time_1.wav,Songwriterz_-_Back_In_Time_1_english,SORRY I DIDN'T HEAR,en
Songwriterz_-_Back_In_Time_2,1.887681827100001,jamendolyrics/Songwriterz_-_Back_In_Time_2.wav,Songwriterz_-_Back_In_Time_2_english,MAYBE THERE WAS SOMETHING,en
Songwriterz_-_Back_In_Time_3,3.065267301599995,jamendolyrics/Songwriterz_-_Back_In_Time_3.wav,Songwriterz_-_Back_In_Time_3_english,YEAH STUCK IN YOUR EAR,en
Songwriterz_-_Back_In_Time_4,5.311736892300001,jamendolyrics/Songwriterz_-_Back_In_Time_4.wav,Songwriterz_-_Back_In_Time_4_english,WHY IS IT EVERYTIME YOU SAY YOU DO YOU DON'T,en
Songwriterz_-_Back_In_Time_5,5.006134172000007,jamendolyrics/Songwriterz_-_Back_In_Time_5.wav,Songwriterz_-_Back_In_Time_5_english,MAYBE I JUST THOUGHT THAT YOU WERE TALKING ON THE PHONE,en
Songwriterz_-_Back_In_Time_6,2.8564497669999938,jamendolyrics/Songwriterz_-_Back_In_Time_6.wav,Songwriterz_-_Back_In_Time_6_english,HONEY YOU'RE LOOKING LOVELY TONIGHT,en
Songwriterz_-_Back_In_Time_7,2.7368202872999987,jamendolyrics/Songwriterz_-_Back_In_Time_7.wav,Songwriterz_-_Back_In_Time_7_english,SORRY YOU'RE WASTIN' TIME,en
Songwriterz_-_Back_In_Time_8,2.736318521800001,jamendolyrics/Songwriterz_-_Back_In_Time_8.wav,Songwriterz_-_Back_In_Time_8_english,BABY THIS AIN'T YOUR LUCKY NIGHT,en
Songwriterz_-_Back_In_Time_9,2.7485221590999984,jamendolyrics/Songwriterz_-_Back_In_Time_9.wav,Songwriterz_-_Back_In_Time_9_english,WELL TRYIN' AIN'T A CRIME,en
Songwriterz_-_Back_In_Time_10,4.94878871400001,jamendolyrics/Songwriterz_-_Back_In_Time_10.wav,Songwriterz_-_Back_In_Time_10_english,WHY IS IT EVERYTIME I'D LIKE TO DO YOU DON'T,en
Songwriterz_-_Back_In_Time_11,4.696895014700004,jamendolyrics/Songwriterz_-_Back_In_Time_11.wav,Songwriterz_-_Back_In_Time_11_english,MAYBE YOU COULD TRY A LITTLE ROMANCE AND A COMB,en
Songwriterz_-_Back_In_Time_12,3.235174222799998,jamendolyrics/Songwriterz_-_Back_In_Time_12.wav,Songwriterz_-_Back_In_Time_12_english,LET'S GO BACK IN TIME,en
Songwriterz_-_Back_In_Time_13,2.7413240097000013,jamendolyrics/Songwriterz_-_Back_In_Time_13.wav,Songwriterz_-_Back_In_Time_13_english,WAY BACK WHEN WE WERE,en
Songwriterz_-_Back_In_Time_14,3.790466127799995,jamendolyrics/Songwriterz_-_Back_In_Time_14.wav,Songwriterz_-_Back_In_Time_14_english,LALALALA LA LA LALA,en
Songwriterz_-_Back_In_Time_15,2.7727845846999912,jamendolyrics/Songwriterz_-_Back_In_Time_15.wav,Songwriterz_-_Back_In_Time_15_english,NOW IT'S MARRIED LIFE,en
Songwriterz_-_Back_In_Time_16,3.5999204278000008,jamendolyrics/Songwriterz_-_Back_In_Time_16.wav,Songwriterz_-_Back_In_Time_16_english,AND A DAILY STRIFE TO BE,en
Songwriterz_-_Back_In_Time_17,5.5260106777,jamendolyrics/Songwriterz_-_Back_In_Time_17.wav,Songwriterz_-_Back_In_Time_17_english,LALALALALA LALALALALA LALA,en
Songwriterz_-_Back_In_Time_18,3.807643503999998,jamendolyrics/Songwriterz_-_Back_In_Time_18.wav,Songwriterz_-_Back_In_Time_18_english,LALALALA LA LA LALA,en
Songwriterz_-_Back_In_Time_19,2.468602159800014,jamendolyrics/Songwriterz_-_Back_In_Time_19.wav,Songwriterz_-_Back_In_Time_19_english,HONEY YOU'RE GETTING' OLDER,en
Songwriterz_-_Back_In_Time_20,2.8566222949000206,jamendolyrics/Songwriterz_-_Back_In_Time_20.wav,Songwriterz_-_Back_In_Time_20_english,YEAH AND YOU'RE STILL TWENTY NINE,en
Songwriterz_-_Back_In_Time_21,2.497330552799994,jamendolyrics/Songwriterz_-_Back_In_Time_21.wav,Songwriterz_-_Back_In_Time_21_english,AND MAYBE THINGS ARE COLDER,en
Songwriterz_-_Back_In_Time_22,2.451464931700002,jamendolyrics/Songwriterz_-_Back_In_Time_22.wav,Songwriterz_-_Back_In_Time_22_english,BUT HONEY STILL YOU'RE MINE,en
Songwriterz_-_Back_In_Time_23,2.3623359681000267,jamendolyrics/Songwriterz_-_Back_In_Time_23.wav,Songwriterz_-_Back_In_Time_23_english,GUESS IT'S EASY TO FORGET,en
Songwriterz_-_Back_In_Time_24,2.199590455900008,jamendolyrics/Songwriterz_-_Back_In_Time_24.wav,Songwriterz_-_Back_In_Time_24_english,WE'RE MORE THAN MAN AND WIFE,en
Songwriterz_-_Back_In_Time_25,4.54223091690001,jamendolyrics/Songwriterz_-_Back_In_Time_25.wav,Songwriterz_-_Back_In_Time_25_english,COULD IT BE THE LALA MAGIC KEEPING LOVE ALIVE,en
Songwriterz_-_Back_In_Time_26,3.233762876799972,jamendolyrics/Songwriterz_-_Back_In_Time_26.wav,Songwriterz_-_Back_In_Time_26_english,LET'S GO BACK IN TIME,en
Songwriterz_-_Back_In_Time_27,2.622434934200001,jamendolyrics/Songwriterz_-_Back_In_Time_27.wav,Songwriterz_-_Back_In_Time_27_english,WAY BACK WHEN WE WERE,en
Songwriterz_-_Back_In_Time_28,3.668934328399999,jamendolyrics/Songwriterz_-_Back_In_Time_28.wav,Songwriterz_-_Back_In_Time_28_english,LALALALA LA LA LALA,en
Songwriterz_-_Back_In_Time_29,3.159882527800008,jamendolyrics/Songwriterz_-_Back_In_Time_29.wav,Songwriterz_-_Back_In_Time_29_english,BACK WHEN YOU AND I,en
Songwriterz_-_Back_In_Time_30,2.8966853351000026,jamendolyrics/Songwriterz_-_Back_In_Time_30.wav,Songwriterz_-_Back_In_Time_30_english,STILL HAD TIME TO BE,en
Songwriterz_-_Back_In_Time_31,5.6404138952000125,jamendolyrics/Songwriterz_-_Back_In_Time_31.wav,Songwriterz_-_Back_In_Time_31_english,LALALALALA LALALALALA LALA,en
Songwriterz_-_Back_In_Time_32,3.5185769534999736,jamendolyrics/Songwriterz_-_Back_In_Time_32.wav,Songwriterz_-_Back_In_Time_32_english,LALALALA LA LA LALA,en
Songwriterz_-_Back_In_Time_33,3.3200081403000183,jamendolyrics/Songwriterz_-_Back_In_Time_33.wav,Songwriterz_-_Back_In_Time_33_english,LET'S GO BACK IN TIME,en
Songwriterz_-_Back_In_Time_34,2.754706428300011,jamendolyrics/Songwriterz_-_Back_In_Time_34.wav,Songwriterz_-_Back_In_Time_34_english,WAY BACK WHEN WE WERE,en
Songwriterz_-_Back_In_Time_35,3.731934159299982,jamendolyrics/Songwriterz_-_Back_In_Time_35.wav,Songwriterz_-_Back_In_Time_35_english,LALALALA LA LA LALA,en
Songwriterz_-_Back_In_Time_36,3.27409215320003,jamendolyrics/Songwriterz_-_Back_In_Time_36.wav,Songwriterz_-_Back_In_Time_36_english,BACK WHEN YOU AND I,en
Songwriterz_-_Back_In_Time_37,2.9205774104000284,jamendolyrics/Songwriterz_-_Back_In_Time_37.wav,Songwriterz_-_Back_In_Time_37_english,STILL HAD TIME TO BE,en
Songwriterz_-_Back_In_Time_38,1.8942528962999745,jamendolyrics/Songwriterz_-_Back_In_Time_38.wav,Songwriterz_-_Back_In_Time_38_english,LALALALALA,en
Songwriterz_-_Back_In_Time_39,3.312270122000001,jamendolyrics/Songwriterz_-_Back_In_Time_39.wav,Songwriterz_-_Back_In_Time_39_english,LET'S GO BACK IN TIME,en
Songwriterz_-_Back_In_Time_40,2.7816297756999973,jamendolyrics/Songwriterz_-_Back_In_Time_40.wav,Songwriterz_-_Back_In_Time_40_english,WAY BACK WHEN WE WERE,en
Songwriterz_-_Back_In_Time_41,3.6214291704999937,jamendolyrics/Songwriterz_-_Back_In_Time_41.wav,Songwriterz_-_Back_In_Time_41_english,LALALALA LA LA LALA,en
Songwriterz_-_Back_In_Time_42,2.8929805667000323,jamendolyrics/Songwriterz_-_Back_In_Time_42.wav,Songwriterz_-_Back_In_Time_42_english,NOW IT'S MARRIED LIFE,en
Songwriterz_-_Back_In_Time_43,3.5069230914999707,jamendolyrics/Songwriterz_-_Back_In_Time_43.wav,Songwriterz_-_Back_In_Time_43_english,STILL WE HAVE TO TRY TO BE,en
Songwriterz_-_Back_In_Time_44,5.504510205700001,jamendolyrics/Songwriterz_-_Back_In_Time_44.wav,Songwriterz_-_Back_In_Time_44_english,LALALALALA LALALALALA LALA,en
Songwriterz_-_Back_In_Time_45,3.5599664650000022,jamendolyrics/Songwriterz_-_Back_In_Time_45.wav,Songwriterz_-_Back_In_Time_45_english,LALALALA LA LA LALA,en
Kinematic_-_Peyote_0,4.142852899899999,jamendolyrics/Kinematic_-_Peyote_0.wav,Kinematic_-_Peyote_0_english,I'M ASLEEP AT THE WHEEL AND THERE'S A CURVE IN THE HIGHWAY,en
Kinematic_-_Peyote_1,4.6636164152,jamendolyrics/Kinematic_-_Peyote_1.wav,Kinematic_-_Peyote_1_english,YET WE TEAR THROUGH THE NIGHT LIKE A PEYOTE MIGRAINE,en
Kinematic_-_Peyote_2,7.103729874500004,jamendolyrics/Kinematic_-_Peyote_2.wav,Kinematic_-_Peyote_2_english,HOW MUCH FURTHER IS IT ACHING SO EXQUISITE,en
Kinematic_-_Peyote_3,4.118891055500008,jamendolyrics/Kinematic_-_Peyote_3.wav,Kinematic_-_Peyote_3_english,I HOPE WE CAN STOP IN TIME,en
Kinematic_-_Peyote_4,4.5904441733,jamendolyrics/Kinematic_-_Peyote_4.wav,Kinematic_-_Peyote_4_english,NOW YOU DON'T WANT TO DANCE 'CAUSE WE'RE LOOKING RIGHT THROUGH YOU,en
Kinematic_-_Peyote_5,6.242834420799994,jamendolyrics/Kinematic_-_Peyote_5.wav,Kinematic_-_Peyote_5_english,OH OH AND THE CLOTHES THAT YOU WEAR WE DON'T MEAN TO STARE,en
